,cluster,id_vendedor,estado,qtd_pedidos,dias_sem_vender,receita_total,dias_atividade,datas_distintas_de_venda,%_de_atividade,vendas_por_dia_de_atividade,avaliacao_media,qtd_produtos,media_produtos_por_pedido,media_valor_pedido_sem_frete,media_valor_pedido_com_frete,media_valor_frete,prop_pedidos_atrasados,tempo_de_postagem,Label,Score_0,Score_1
1266,2,"""458d868c9642f55f18f04e951a3fdde6""",RS,2,398,2718.0,63,2,0.03,1.0,5.0,2,1.0,1359.0,1411.5,52.5,0.0,8,1,0.2272,0.7728
1267,0,"""866558b3bccef2dbc6d29a2b5995016f""",PR,5,45,1520.0,272,5,0.02,1.0,5.0,6,1.2,304.0,374.4,70.4,0.0,3,0,0.7872,0.2128
1268,0,"""440dd6ab244315c632130ecfb63827b1""",SP,91,28,13099.0,671,84,0.13,1.08,3.73,92,1.01,143.95,166.47,22.53,0.13,2,0,0.9626,0.0374
1269,1,f35b3c613c4f7b2275f4185d0a3c59ec,SP,9,92,4048.0,95,9,0.09,1.0,5.0,9,1.0,449.78,468.22,18.44,0.22,2,1,0.3377,0.6623
1270,0,dc8798cbf453b7e0f98745e396cc5616,SP,35,300,1736.0,398,30,0.08,1.17,3.38,43,1.23,49.6,64.69,15.09,0.07,0,1,0.2849,0.7151
1271,1,db6a4d4b5f1f5f98820ce6ce2619e2de,SP,1,237,136.0,1,1,1.0,1.0,5.0,1,1.0,136.0,148.0,12.0,0.0,9,1,0.0158,0.9842
1272,1,f3511c85f59f8dec53d140501ee8e7a8,PR,1,386,70.0,1,1,1.0,1.0,2.5,1,1.0,70.0,78.0,8.0,0.0,3,1,0.0239,0.9761
1273,1,f44bdc12aa39f5271f0b95f66cd4c289,SP,5,26,358.0,261,4,0.02,1.25,2.0,7,1.4,71.6,86.8,15.2,0.14,3,1,0.3686,0.6314
1274,1,be67f78487e2cecb0d55bc769709e4f5,MG,1,164,102.0,1,1,1.0,1.0,5.0,1,1.0,102.0,126.0,24.0,0.0,3,1,0.0292,0.9708
1275,1,"""6a38087bc8ad4f89ff453561005f6dea""",GO,15,17,1835.0,91,13,0.14,1.15,4.33,22,1.47,122.33,158.73,36.4,0.0,2,0,0.7926,0.2074
1276,1,"""553a440137d6e0cf776aee0bb83ac9f5""",SP,2,97,145.0,19,2,0.11,1.0,1.0,2,1.0,72.5,87.5,15.0,0.5,3,1,0.043,0.957
1277,1,f26d70155c2b6326fcfa1780c8c684e4,SC,1,434,203.0,1,1,1.0,1.0,5.0,1,1.0,203.0,219.0,16.0,0.0,3,1,0.0175,0.9825
1278,1,"""731ef20c231d9a7103a425e83fd91271""",SC,2,310,1692.0,1,1,1.0,2.0,4.0,3,1.5,846.0,1099.0,253.0,0.0,4,1,0.0153,0.9847
1279,0,"""20d83f3ef0e6925fd74bfd59170babf7""",SP,40,6,2909.0,519,40,0.08,1.0,4.23,54,1.35,72.72,89.05,16.32,0.04,4,0,0.969,0.031
1280,0,"""92eb0f42c21942b6552362b9b114707d""",SP,334,11,6453.0,565,197,0.35,1.7,3.8,358,1.07,19.32,33.84,14.51,0.08,1,0,0.9587,0.0413
1281,0,"""45d33f715e24d15a6ccf5c17b3a23e3c""",SP,56,17,4520.0,682,45,0.07,1.24,4.3,58,1.04,80.71,96.11,15.39,0.07,1,0,0.9366,0.0634
1282,0,"""643214e62b870443ccbe55ab29a4dccf""",SP,65,12,3237.0,327,59,0.18,1.1,4.71,66,1.02,49.8,63.49,13.69,0.14,2,0,0.9271,0.0729
1283,0,"""2138ccb85b11a4ec1e37afbd1c8eda1f""",SP,388,6,12103.0,692,252,0.36,1.54,3.94,419,1.08,31.19,46.47,15.27,0.05,3,0,0.9312,0.0688
1284,1,"""091065b789659bc3cd9af9cb3a6253ff""",RS,2,228,1359.0,94,2,0.02,1.0,2.5,2,1.0,679.5,722.0,42.5,0.0,5,1,0.3893,0.6107
1285,1,"""8bd0e3abda539b9479c4b44a691be1ec""",RS,6,240,426.0,223,6,0.03,1.0,1.0,12,2.0,71.0,106.5,35.5,0.33,-3,1,0.1678,0.8322
1286,0,"""5011f0d93373a4c5753adf58ca77af8d""",SP,11,111,860.0,272,10,0.04,1.1,4.83,21,1.91,78.18,111.45,33.27,0.19,4,0,0.5203,0.4797
1287,1,fb503a924a0b9db19d83dd0ac6dbef8c,RS,1,475,14.0,1,1,1.0,1.0,2.5,1,1.0,14.0,32.0,18.0,0.0,4,1,0.013,0.987
1288,1,caa9bc43a9fe8cf9c564ddd8a03cc4a6,SP,13,7,804.0,133,12,0.09,1.08,4.75,14,1.08,61.85,79.69,17.85,0.07,3,0,0.7449,0.2551
1289,1,"""48b6c3f4c6a93171da04b75313f2130f""",SP,2,131,290.0,48,2,0.04,1.0,2.5,2,1.0,145.0,164.0,19.0,0.0,4,1,0.0551,0.9449
1290,1,c510bc1718f0f2961eaa42a23330681a,SP,12,21,10141.0,119,11,0.09,1.09,3.67,12,1.0,845.08,904.25,59.17,0.0,3,0,0.8083,0.1917
1291,0,"""0bb738e4d789e63e2267697c42d35a2d""",SP,29,75,2311.0,504,28,0.06,1.04,4.75,30,1.03,79.69,100.93,21.24,0.03,4,0,0.943,0.057
1292,0,"""259f7b5e6e482c230e5bfaa670b6bb8f""",SP,136,6,8406.0,524,111,0.21,1.23,4.03,162,1.19,61.81,81.73,19.92,0.02,4,0,0.9775,0.0225
1293,1,fcdd820084f17e9982427971e4e9d47f,SP,16,16,4784.0,165,15,0.09,1.07,2.5,27,1.69,299.0,354.12,55.12,0.07,4,0,0.7958,0.2042
1294,1,"""7354220fb240bde543b3c40c060d41e7""",DF,7,40,672.0,203,7,0.03,1.0,4.6,7,1.0,96.0,119.57,23.57,0.0,3,0,0.6565,0.3435
1295,1,"""6cf476a4ca74498db55cbccdaa9dcfb6""",SP,5,510,625.0,188,5,0.03,1.0,4.5,6,1.2,125.0,158.6,33.6,0.5,-14,0,0.5225,0.4775
1296,1,f524ad65d7e0f1daab730ef2d2e86196,RS,1,217,578.0,1,1,1.0,1.0,2.5,2,2.0,578.0,610.0,32.0,1.0,-1,1,0.0104,0.9896
1297,0,f262cbc1c910c83959f849465454ddd3,SP,189,7,10201.0,297,121,0.41,1.56,4.01,204,1.08,53.97,66.88,12.91,0.09,3,0,0.8272,0.1728
1298,0,"""5a8e7d5003a1f221f9e1d6e411de7c23""",SP,137,10,11060.0,688,115,0.17,1.19,4.09,179,1.31,80.73,100.15,19.42,0.06,3,0,0.9411,0.0589
1299,0,"""16090f2ca825584b5a147ab24aa30c86""",SP,398,7,25565.0,574,220,0.38,1.81,4.15,406,1.02,64.23,77.72,13.49,0.11,3,0,0.9595,0.0405
1300,1,b29d3380981c51df13fc6fbe87e1763d,SP,6,32,436.0,97,6,0.06,1.0,3.75,7,1.17,72.67,89.17,16.5,0.0,3,0,0.535,0.465
1301,1,"""28fb0829fd777877cdc350d25cb5bd5b""",SP,2,285,280.0,25,2,0.08,1.0,5.0,2,1.0,140.0,161.0,21.0,0.0,6,1,0.0666,0.9334
1302,1,ae45ad30c2d2e5913094769690a239d2,SP,1,269,252.0,1,1,1.0,1.0,2.5,2,2.0,252.0,284.0,32.0,0.0,2,1,0.0205,0.9795
1303,1,"""1f867308a0ce13133a4e639ff4de0c02""",PR,7,93,875.0,250,7,0.03,1.0,4.54,13,1.86,125.0,154.86,29.86,0.0,3,1,0.4542,0.5458
1304,1,b64d51f0435e884e8de603b1655155ae,SP,17,10,417.0,137,17,0.12,1.0,4.67,23,1.35,24.53,45.24,20.71,0.22,3,0,0.7278,0.2722
1305,0,c864036feaab8c1659f65ea4faebe1da,PR,58,25,10460.0,387,52,0.13,1.12,4.52,58,1.0,180.34,212.22,31.88,0.03,4,0,0.8642,0.1358
1306,0,"""2e1c9f22be269ef4643f826c9e650a52""",SP,161,10,12103.0,403,128,0.32,1.26,4.32,167,1.04,75.17,89.6,14.42,0.07,3,0,0.8933,0.1067
1307,1,fcba71d4d5db057f43249145e4eb1e27,SP,3,189,495.0,120,3,0.02,1.0,5.0,3,1.0,165.0,183.0,18.0,0.0,6,1,0.3196,0.6804
1308,1,"""038b75b729c8a9a04b0d07cba7eabe86""",SP,2,132,468.0,1,1,1.0,2.0,3.0,2,1.0,234.0,279.0,45.0,0.5,4,1,0.0288,0.9712
1309,1,"""58f1a6197ed863543e0136bdedb3fce2""",MG,44,16,6833.0,101,33,0.33,1.33,4.44,45,1.02,155.3,179.55,24.25,0.02,4,0,0.868,0.132
1310,1,"""26af45f5dfd967225a832838aa4e24a3""",PR,10,10,574.0,226,10,0.04,1.0,4.67,11,1.1,57.4,77.3,19.9,0.0,4,0,0.6362,0.3638
1311,1,d180e07dc1e58c31c3f0cd599dc4d945,MG,1,220,59.0,1,1,1.0,1.0,3.0,1,1.0,59.0,73.0,14.0,0.0,6,1,0.0116,0.9884
1312,0,"""5f1dc28029d2c244352a68107ec2b542""",SP,62,80,2819.0,514,59,0.11,1.05,4.48,78,1.26,45.47,61.53,16.06,0.08,6,0,0.9683,0.0317
1313,0,"""827f8f69dfa529c561901c4f2e0f332f""",PR,91,166,3449.0,531,76,0.14,1.2,4.12,105,1.15,37.9,55.6,17.7,0.1,0,0,0.94,0.06
1314,0,cfb1a033743668a192316f3c6d1d2671,SP,143,24,12630.0,556,119,0.21,1.2,3.81,179,1.25,88.32,111.85,23.53,0.11,2,0,0.9621,0.0379
1315,0,d1c281d3ae149232351cd8c8cc885f0d,SP,214,17,26995.0,550,169,0.31,1.27,4.04,243,1.14,126.14,151.54,25.4,0.09,3,0,0.9649,0.0351
1316,1,"""4170f6a9367e6b5d6401d03ce6d54569""",DF,4,257,569.0,58,4,0.07,1.0,3.0,5,1.25,142.25,165.5,23.25,0.2,-5,1,0.1253,0.8747
1317,1,e0eabded302882513ced4ea3eb0c7059,SP,8,92,979.0,63,8,0.13,1.0,5.0,8,1.0,122.38,139.38,17.0,0.0,3,1,0.1641,0.8359
1318,1,"""62760d278921b5f352461620d68a9cee""",SP,3,563,397.0,12,3,0.25,1.0,2.5,3,1.0,132.33,150.0,17.67,0.33,5,1,0.0177,0.9823
1319,1,"""2a7dc43cecabf23403078e2188437d1d""",SP,52,90,4800.0,215,49,0.23,1.06,3.87,54,1.04,92.31,108.23,15.92,0.07,2,0,0.8438,0.1562
1320,1,"""89757206b887aed36f3e18d858460fea""",SP,2,60,121.0,64,2,0.03,1.0,2.5,2,1.0,60.5,88.0,27.5,0.0,5,1,0.3337,0.6663
1321,1,"""10089e9f2fd0c668a8fd4e52e1698888""",SP,3,293,1140.0,248,3,0.01,1.0,4.0,3,1.0,380.0,399.67,19.67,0.0,4,1,0.38,0.62
1322,0,"""5d0363b33554b373851fc1622e4d5f3c""",SP,93,13,6555.0,288,77,0.27,1.21,4.3,94,1.01,70.48,93.8,23.31,0.09,2,0,0.9147,0.0853
1323,1,"""34f563c82a85b99ae9e6d60db5fc2e28""",RS,8,27,2333.0,117,8,0.07,1.0,4.33,8,1.0,291.62,322.38,30.75,0.0,2,0,0.607,0.393
1324,1,b5d034ac251546e25afe9067f05c1539,SP,1,132,70.0,1,1,1.0,1.0,2.5,1,1.0,70.0,85.0,15.0,0.0,2,1,0.018,0.982
1325,1,"""002100f778ceb8431b7a1020ff7ab48f""",SP,50,144,1222.0,211,43,0.2,1.16,3.81,54,1.08,24.44,40.06,15.62,0.17,2,0,0.7452,0.2548
1326,1,"""4eb61f060e7dcc1d5a80d806c35cc541""",SP,8,11,1313.0,154,8,0.05,1.0,5.0,8,1.0,164.12,183.0,18.88,0.0,3,0,0.5333,0.4667
1327,1,"""72c73be2b085b9d57650dd53eb2004c9""",SP,1,406,29.0,1,1,1.0,1.0,2.5,1,1.0,29.0,47.0,18.0,0.0,4,1,0.013,0.987
1328,0,b39d7fe263ef469605dbb32608aee0af,SP,43,11,5066.0,342,40,0.12,1.08,4.71,48,1.12,117.81,141.93,24.12,0.04,4,0,0.8057,0.1943
1329,0,"""048c2757535328e0d7dac690ad3c0aae""",SP,50,13,9076.0,536,50,0.09,1.0,4.13,50,1.0,181.52,206.56,25.04,0.14,3,0,0.9343,0.0657
1330,1,"""1b0b0f4f95e962d6f32fe90c759d0479""",SP,2,18,140.0,259,2,0.01,1.0,5.0,2,1.0,70.0,82.0,12.0,0.0,1,0,0.6054,0.3946
1331,0,"""52d76513f0c4d97f3b99570e2c94ee31""",RS,19,18,8155.0,399,17,0.04,1.12,3.75,28,1.47,429.21,476.11,46.89,0.04,4,0,0.8189,0.1811
1332,1,c76d418370990614e89e956c7a7567d9,SP,2,356,305.0,29,2,0.07,1.0,4.0,2,1.0,152.5,185.0,32.5,0.0,5,1,0.0754,0.9246
1333,1,"""2c9005d8043aff18b8557ffb7b13cda4""",ES,1,118,110.0,1,1,1.0,1.0,5.0,1,1.0,110.0,130.0,20.0,0.0,4,1,0.0222,0.9778
1334,0,"""669ae81880e08f269a64487cfb287169""",SC,161,24,13136.0,567,129,0.23,1.25,4.16,185,1.15,81.59,102.5,20.91,0.04,4,0,0.9598,0.0402
1335,1,"""72c5da29406b4234927b81855e7b64f6""",SP,31,8,11799.0,141,28,0.2,1.11,4.0,31,1.0,380.61,408.13,27.52,0.03,4,0,0.7822,0.2178
1336,1,"""01ed254b9ff8407dfb9d99ba1e17d923""",SP,5,299,1466.0,97,5,0.05,1.0,5.0,5,1.0,293.2,306.8,13.6,0.0,10,1,0.2426,0.7574
1337,1,"""15b3b1b81484422eb41df68ac87f1f50""",SP,1,282,43.0,1,1,1.0,1.0,2.5,1,1.0,43.0,56.0,13.0,0.0,-1,1,0.0082,0.9918
1338,0,"""2e1a7d075abe038c1b2743005fe42ff1""",SP,18,110,1369.0,265,17,0.06,1.06,3.33,22,1.22,76.06,95.28,19.22,0.27,2,0,0.711,0.289
1339,0,"""7ddcbb64b5bc1ef36ca8c151f6ec77df""",SP,325,76,54634.0,336,169,0.5,1.92,3.91,335,1.03,168.1,192.14,24.04,0.08,3,0,0.8853,0.1147
1340,1,"""5fd924b4836098a5be0ecf81ba054ce0""",SP,6,551,1014.0,44,6,0.14,1.0,2.5,7,1.17,169.0,188.33,19.33,0.0,3,1,0.056,0.944
1341,0,"""1b8b75e227c9a9c100d0c210fb6176ce""",SP,15,277,1445.0,327,13,0.04,1.15,4.88,15,1.0,96.33,109.87,13.53,0.07,-3,1,0.2038,0.7962
1342,0,"""53243585a1d6dc2643021fd1853d8905""",BA,348,13,217949.0,359,145,0.4,2.4,4.13,400,1.15,626.29,663.27,36.98,0.04,2,0,0.9203,0.0797
1343,0,"""0ef83d7d83ed97cd2a0049ac8be5f88a""",PR,48,6,4422.0,278,40,0.14,1.2,3.94,55,1.15,92.12,113.38,21.25,0.02,3,0,0.8645,0.1355
1344,0,"""6338ea67c41078a46ad99cc009654956""",RS,37,18,2288.0,561,37,0.07,1.0,4.58,44,1.19,61.84,86.81,24.97,0.0,1,0,0.9556,0.0444
1345,0,"""4992e76a42cb3aad7a7047e0d3d7e729""",SP,56,21,2178.0,458,52,0.11,1.08,4.22,73,1.3,38.89,56.57,17.68,0.07,3,0,0.8438,0.1562
1346,1,e4ebd3f87bf70440014f07ddda7fbe03,SP,7,182,673.0,89,7,0.08,1.0,4.6,7,1.0,96.14,112.57,16.43,0.14,3,1,0.4926,0.5074
1347,1,e72b4feb7abe210c52aa667abc25a3a2,SP,1,443,38.0,1,1,1.0,1.0,5.0,2,2.0,38.0,56.0,18.0,0.0,7,1,0.01,0.99
1348,0,"""9646c3513289980f17226a2fc4720dbd""",SP,69,45,2968.0,542,64,0.12,1.08,4.29,76,1.1,43.01,60.23,17.22,0.08,4,0,0.9791,0.0209
1349,0,ebd2d60905fb58271facef5596b620d3,SP,82,17,7719.0,551,76,0.14,1.08,3.9,85,1.04,94.13,114.1,19.96,0.04,3,0,0.9682,0.0318
1350,1,e51f22821f0c12a16ad5c020cdcd55e9,SP,4,26,899.0,70,4,0.06,1.0,4.5,4,1.0,224.75,249.25,24.5,0.0,5,1,0.3878,0.6122
1351,1,"""26785a546900236d66f2e4197c211158""",SP,15,40,1020.0,246,12,0.05,1.25,4.5,15,1.0,68.0,83.07,15.07,0.0,6,0,0.7095,0.2905
1352,1,"""717b78b0950b51ed00b1471d858b0edc""",SP,5,63,139.0,162,5,0.03,1.0,5.0,5,1.0,27.8,44.0,16.2,0.2,1,0,0.6875,0.3125
1353,1,"""26d6bbee02420494d471c9f6436929c0""",PR,12,9,434.0,143,11,0.08,1.09,4.86,13,1.08,36.17,56.67,20.5,0.0,3,0,0.6901,0.3099
1354,1,"""6c9875b2f94ba781186f0c1aed8d1687""",SP,2,386,27.0,85,2,0.02,1.0,5.0,4,2.0,13.5,33.0,19.5,0.0,3,1,0.2261,0.7739
1355,1,"""5962468f885ea01a1b6a97a218797b0a""",PR,6,318,674.0,112,6,0.05,1.0,4.5,6,1.0,112.33,127.5,15.17,0.0,3,0,0.5545,0.4455
1356,1,"""4bde6149c15cf7e177b36fa060dd6de8""",RS,2,693,160.0,4,2,0.5,1.0,5.0,2,1.0,80.0,96.0,16.0,0.0,0,1,0.011,0.989
1357,1,b8114f2f589a6804810f04f99b36b498,SP,8,17,1395.0,136,8,0.06,1.0,5.0,11,1.38,174.38,210.75,36.38,0.0,3,0,0.7946,0.2054
1358,1,"""9cad4b68bb993ee401a3c5aaa2bc26dd""",SP,5,49,650.0,182,5,0.03,1.0,2.5,7,1.4,130.0,152.8,22.8,0.14,4,0,0.6215,0.3785
1359,1,"""934ed5cd1b9c1c7382d0a94a94b9e639""",PR,1,569,126.0,1,1,1.0,1.0,2.5,1,1.0,126.0,153.0,27.0,0.0,4,1,0.0284,0.9716
1360,1,"""7f5e4d5efad7e44b91115dd1decb65f3""",SP,3,34,180.0,86,3,0.03,1.0,5.0,9,3.0,60.0,84.67,24.67,0.0,5,1,0.4569,0.5431
1361,0,"""681fce914360217db47784ae28905a96""",PR,23,34,4128.0,285,20,0.07,1.15,4.22,24,1.04,179.48,198.83,19.35,0.12,3,0,0.7697,0.2303
1362,1,"""9c7fd21e0aa159b20da593371f08ff7c""",SP,7,13,799.0,161,7,0.04,1.0,1.0,8,1.14,114.14,131.86,17.71,0.12,4,0,0.5907,0.4093
1363,0,aba1721a889e04decc910aa13b768ef4,SP,83,13,14104.0,560,77,0.14,1.08,4.36,92,1.11,169.93,185.02,15.1,0.11,3,0,0.9659,0.0341
1364,1,"""323ce52b5b81df2cd804b017b7f09aa7""",SP,29,32,2377.0,189,26,0.14,1.12,4.0,29,1.0,81.97,95.55,13.59,0.17,1,0,0.6538,0.3462
1365,1,"""79b93a308a97792cf53ac75f46da00b5""",RJ,1,407,100.0,1,1,1.0,1.0,5.0,1,1.0,100.0,116.0,16.0,0.0,1,1,0.0159,0.9841
1366,1,"""6973a06f484aacf400ece213dbf3d946""",SP,89,79,10409.0,146,41,0.28,2.17,3.22,108,1.21,116.96,131.3,14.35,0.17,0,0,0.8283,0.1717
1367,1,b2c97074649f92197d9387d9033dda5f,SP,10,20,685.0,113,10,0.09,1.0,5.0,11,1.1,68.5,96.5,28.0,0.09,1,0,0.6299,0.3701
1368,1,"""20f0aeea30bc3b8c4420be8ced4226c0""",SP,1,575,15.0,1,1,1.0,1.0,2.5,1,1.0,15.0,30.0,15.0,1.0,-33,1,0.0114,0.9886
1369,0,"""218d46b86c1881d022bce9c68a7d4b15""",SP,382,10,53710.0,578,250,0.43,1.53,4.08,420,1.1,140.6,160.14,19.54,0.09,4,0,0.9594,0.0406
1370,1,a080fc8a850289b27500f6b49cca2553,SP,4,70,383.0,105,4,0.04,1.0,4.0,4,1.0,95.75,109.0,13.25,0.0,4,1,0.394,0.606
1371,1,e88f7a2995ba184710d339c5c4bf2e30,SP,2,130,252.0,50,2,0.04,1.0,5.0,2,1.0,126.0,144.0,18.0,0.0,6,1,0.0687,0.9313
1372,0,"""3d0cd21d41671c46f82cd11176bf7277""",SC,9,27,449.0,365,9,0.02,1.0,4.5,11,1.22,49.89,69.44,19.56,0.0,2,0,0.6988,0.3012
1373,1,"""9d4db00d65d7760644ac0c14edb5fd86""",SP,97,16,9854.0,237,70,0.3,1.39,4.55,99,1.02,101.59,117.15,15.57,0.04,3,0,0.9121,0.0879
1374,1,"""94c49f20a123aeb9360dbf80ff912bf6""",SP,3,454,278.0,14,3,0.21,1.0,2.5,3,1.0,92.67,113.0,20.33,0.0,3,1,0.0285,0.9715
1375,1,"""8c0de775f52fe41590b376a3b7c50f68""",SP,8,60,596.0,113,8,0.07,1.0,5.0,8,1.0,74.5,88.62,14.12,0.0,4,0,0.5327,0.4673
1376,1,ffff564a4f9085cd26170f4732393726,SP,8,586,360.0,111,7,0.06,1.14,2.0,8,1.0,45.0,59.5,14.5,0.0,3,1,0.4635,0.5365
1377,0,"""751bdc4d83a466c7206cd42e8f426b03""",SP,51,39,6594.0,435,48,0.11,1.06,3.29,70,1.37,129.29,149.75,20.45,0.01,3,0,0.8922,0.1078
1378,1,a0d7fbb07bb5ebc3b05980e750db56f3,SP,3,21,849.0,98,3,0.03,1.0,2.5,4,1.33,283.0,362.0,79.0,0.0,5,0,0.5902,0.4098
1379,0,"""900ba814c251a692506d7834c1218441""",SP,86,6,28819.0,421,73,0.17,1.18,4.28,86,1.0,335.1,362.24,27.14,0.14,1,0,0.8221,0.1779
1380,1,"""6a8a889bde935bafa76d7848782dfaf9""",SP,26,91,852.0,76,17,0.22,1.53,4.3,30,1.15,32.77,46.73,13.96,0.07,4,1,0.4011,0.5989
1381,1,"""4ddeb3e828550cddc8d45c8bc36ab2d1""",SP,1,537,152.0,1,1,1.0,1.0,2.5,1,1.0,152.0,164.0,12.0,0.0,4,1,0.0155,0.9845
1382,1,c70c1b0d8ca86052f45a432a38b73958,SP,260,5,36211.0,146,105,0.72,2.48,4.34,336,1.29,139.27,154.4,15.13,0.08,2,0,0.9214,0.0786
1383,1,"""03a2a6dcbe45d639c4dc2a0d24769c40""",SP,9,19,1078.0,156,9,0.06,1.0,5.0,9,1.0,119.78,138.78,19.0,0.11,3,0,0.536,0.464
1384,1,"""534a01cc6df1e034e05c32028a291fa2""",SP,5,314,236.0,70,4,0.06,1.25,2.5,5,1.0,47.2,59.2,12.0,0.0,3,1,0.4416,0.5584
1385,1,acce39e832338debb07b02385cde5967,MG,44,8,4753.0,107,29,0.27,1.52,4.56,44,1.0,108.02,134.86,26.84,0.0,3,0,0.8751,0.1249
1386,0,f214d28e8d8e3ef068748498ccc2f813,SP,52,14,2153.0,373,44,0.12,1.18,3.88,57,1.1,41.4,56.4,15.0,0.07,2,0,0.8214,0.1786
1387,1,fedf2c1386e137f296b3bbf3b635e69d,SP,2,102,131.0,85,2,0.02,1.0,5.0,5,2.5,65.5,104.5,39.0,0.0,0,1,0.1737,0.8263
1388,1,"""5a425cc503b39b262a847fd6212bf53b""",PR,14,14,1342.0,115,12,0.1,1.17,4.5,14,1.0,95.86,113.93,18.07,0.07,2,0,0.7272,0.2728
1389,1,"""7aa538dd6e114e503a2e6154ea352253""",SP,5,13,1017.0,120,5,0.04,1.0,5.0,5,1.0,203.4,224.0,20.6,0.0,2,0,0.6213,0.3787
1390,0,"""6b243f80ed07b10f0e8aa0f21a205f3c""",PR,79,11,6269.0,402,66,0.16,1.2,3.64,89,1.13,79.35,98.89,19.53,0.03,3,0,0.9191,0.0809
1391,1,a67780aba9dd436e7ac0aa1f889e73ec,SP,6,26,864.0,258,6,0.02,1.0,1.0,6,1.0,144.0,173.83,29.83,0.33,0,1,0.4668,0.5332
1392,0,"""0ac4201fda2c68ebc0e47cb9423cf3c9""",SP,13,78,1677.0,363,12,0.03,1.08,4.57,14,1.08,129.0,147.0,18.0,0.07,4,0,0.7687,0.2313
1393,0,"""86bb7c4b535e49a541baf3266b1c95b1""",SP,16,210,8164.0,490,16,0.03,1.0,2.17,16,1.0,510.25,530.44,20.19,0.19,1,0,0.633,0.367
1394,1,"""42b6488f5b8246d9141712abd4b1b693""",PR,2,20,248.0,125,2,0.02,1.0,5.0,2,1.0,124.0,145.0,21.0,0.0,4,1,0.481,0.519
1395,0,"""013900e863eace745d3ec7614cab5b1a""",PR,23,143,1624.0,406,23,0.06,1.0,4.67,26,1.13,70.61,91.04,20.43,0.0,2,0,0.7486,0.2514
1396,1,"""533d46c1b06970e99f09523a61df4972""",SP,2,209,160.0,5,2,0.4,1.0,4.0,2,1.0,80.0,96.0,16.0,0.0,0,1,0.011,0.989
1397,1,"""47efca563408aae19bb7206c2d969ea9""",PI,11,11,2383.0,231,11,0.05,1.0,4.0,11,1.0,216.64,253.73,37.09,0.0,5,0,0.6197,0.3803
1398,1,"""48985c61529077fa4f1e38bcff0f2ed3""",RS,7,398,880.0,183,6,0.03,1.17,4.67,7,1.0,125.71,147.0,21.29,0.0,4,0,0.5971,0.4029
1399,0,f5f2ab9bdb6b30c14c61be68c5ed37da,SP,18,271,2136.0,427,18,0.04,1.0,4.86,18,1.0,118.67,137.61,18.94,0.11,3,0,0.7833,0.2167
1400,1,"""623ad9d0c1e14bb5464a8c72bff7b4af""",MG,1,113,95.0,1,1,1.0,1.0,4.0,1,1.0,95.0,134.0,39.0,0.0,1,1,0.028,0.972
1401,1,"""89d9a386b0b6e5fc8403071b03f7206a""",SP,2,203,165.0,3,2,0.67,1.0,5.0,5,2.5,82.5,116.5,34.0,0.0,10,1,0.0186,0.9814
1402,0,"""527801b552d0077ffd170872eb49683b""",SP,90,10,17952.0,324,77,0.24,1.17,4.36,92,1.02,199.47,222.33,22.87,0.1,3,0,0.907,0.093
1403,0,"""81a1104df0f08b59c68aa5b03cfe398e""",PR,72,139,9328.0,332,63,0.19,1.14,4.68,72,1.0,129.56,154.5,24.94,0.06,4,0,0.8919,0.1081
1404,0,"""8cbac7e12637ed9cffa18c7875207478""",SC,66,7,2967.0,579,59,0.1,1.12,4.24,81,1.23,44.95,69.76,24.8,0.05,3,0,0.9739,0.0261
1405,1,"""845e8036c3f7bf62099352f5ed910240""",RJ,21,9,1587.0,93,18,0.19,1.17,4.25,24,1.14,75.57,97.43,21.86,0.0,3,0,0.7486,0.2514
1406,1,"""979e9f8b5b39dd243a2550c8b05aecf0""",SP,3,152,525.0,69,3,0.04,1.0,5.0,4,1.33,175.0,190.67,15.67,0.0,6,1,0.3108,0.6892
1407,0,bc503e244f187939d10c92a5c8e378ce,SP,6,187,430.0,330,6,0.02,1.0,5.0,13,2.17,71.67,100.83,29.17,0.08,4,1,0.3723,0.6277
1408,1,"""713e3a23ca5e47786eb6f0d99f94cfac""",PR,4,92,1126.0,118,4,0.03,1.0,2.5,4,1.0,281.5,303.25,21.75,0.0,4,1,0.4886,0.5114
1409,0,cd06602b43d8800bd0afad514919d35c,SP,43,30,2557.0,556,40,0.07,1.08,3.57,52,1.21,59.47,76.53,17.07,0.04,2,0,0.9552,0.0448
1410,1,"""6ba4733aa33f6386e9fb0c0fd3993b38""",RS,3,17,150.0,124,3,0.02,1.0,5.0,3,1.0,50.0,69.67,19.67,0.0,3,1,0.4472,0.5528
1411,1,cac876b37d3abcd6bd76caca30277996,PR,27,39,2231.0,164,27,0.16,1.0,4.75,33,1.22,82.63,109.44,26.81,0.15,4,0,0.6783,0.3217
1412,0,"""1835b56ce799e6a4dc4eddc053f04066""",SP,417,9,33054.0,355,221,0.62,1.89,3.56,552,1.32,79.27,100.04,20.77,0.11,3,0,0.8877,0.1123
1413,1,b906dd0e57f282c7089171b6ed07982e,PR,2,70,175.0,69,2,0.03,1.0,4.0,2,1.0,87.5,105.5,18.0,0.0,4,1,0.4881,0.5119
1414,1,c66dccfb3f109511246da627dd5a2498,SP,44,10,12184.0,221,39,0.18,1.13,4.38,44,1.0,276.91,298.43,21.52,0.05,3,0,0.8836,0.1164
