,Unnamed: 0,seller_state_,review_score_mean,ticket_medio,products_by_orders,dias_na_base,perc_atividade,inativo,Label,Score
795,795,21,4.666666666666667,102.32,1.0,91,3.3,0,1,0.5119
796,796,18,5.0,121.68,1.5,18,11.11,0,1,0.5159
797,797,18,5.0,83.01,1.0,1,100.0,1,1,0.6832
798,798,18,4.666666666666667,149.27,1.5,14,14.29,0,1,0.5279
799,799,21,3.6666666666666665,129.73,1.0,64,4.69,1,1,0.6756
800,800,21,3.857142857142857,384.94,1.0,258,5.43,1,0,0.5707
801,801,21,4.238095238095238,112.35,1.08,499,5.81,0,0,0.9758
802,802,15,3.0,42.05,1.0,1,100.0,0,1,0.7868
803,803,19,4.5,898.36,1.0,89,8.99,1,0,0.6612
804,804,21,4.0,48.21,1.0,1,100.0,0,1,0.7349
805,805,21,4.833333333333333,201.17,1.33,97,8.25,0,0,0.5756
806,806,21,2.5,431.18,1.0,10,20.0,1,1,0.6857
807,807,18,5.0,1411.38,1.0,63,3.17,1,1,0.6811
808,808,21,5.0,1323.79,1.0,1,100.0,1,1,0.6454
809,809,21,4.023809523809524,180.68,1.2,143,20.98,0,0,0.7016
810,810,21,4.5,52.64,1.0,118,3.39,1,0,0.512
811,811,21,4.206896551724138,139.81,1.05,570,8.42,0,0,0.9789
812,812,14,3.6666666666666665,69.16,1.0,142,2.11,0,1,0.6507
813,813,15,5.0,105.45,1.0,1,100.0,0,1,0.6832
814,814,14,4.363636363636363,348.7,1.0,119,9.24,0,0,0.6329
815,815,15,4.274809160305344,283.07,1.07,589,39.05,0,0,0.984
816,816,7,4.4,69.69,1.0,339,1.47,0,1,0.5668
817,817,21,4.24,137.25,1.56,283,5.3,0,0,0.5269
818,818,21,3.6666666666666665,544.33,1.0,49,6.12,1,1,0.6944
819,819,7,4.666666666666667,76.93,1.0,81,3.7,1,1,0.5244
820,820,13,4.363636363636363,273.7,1.0,231,4.76,0,0,0.5213
821,821,7,5.0,94.77,1.0,1,100.0,1,1,0.6952
822,822,21,3.8541666666666665,663.37,1.45,569,10.9,0,0,0.9738
823,823,21,4.185185185185185,69.74,1.06,399,34.59,0,0,0.8659
824,824,18,2.0,1196.78,1.0,1,100.0,1,1,0.6619
825,825,21,5.0,283.73,1.0,1,100.0,1,1,0.7532
826,826,21,4.0256410256410255,130.66,1.16,522,19.73,0,0,0.9742
827,827,19,4.666666666666667,105.15,1.0,28,10.71,1,0,0.5202
828,828,21,4.0,169.15,1.0,1,100.0,0,1,0.6962
829,829,21,4.123076923076924,232.68,1.05,529,67.49,0,0,0.9914
830,830,18,4.428571428571429,146.77,1.0,183,3.28,1,0,0.512
831,831,21,5.0,164.03,1.0,48,4.17,1,1,0.5406
832,832,21,4.0,128.16,1.0,314,0.96,1,1,0.6722
833,833,7,5.0,306.9,3.0,1,100.0,1,1,0.7738
834,834,18,4.166666666666667,1107.2,3.0,29,6.9,1,1,0.6398
835,835,14,5.0,22.24,1.03,22,13.64,1,1,0.5597
836,836,15,2.7,79.81,1.11,96,9.38,1,1,0.5807
837,837,7,3.3684210526315788,239.99,2.24,325,4.92,0,0,0.5174
838,838,19,4.212121212121212,199.3,1.06,454,6.39,0,0,0.5222
839,839,21,5.0,1435.58,1.0,1,100.0,1,1,0.7569
840,840,21,4.583333333333333,254.07,1.5,116,6.9,0,1,0.5135
841,841,21,5.0,16.36,1.0,1,100.0,1,1,0.848
842,842,21,5.0,188.08,2.0,1,100.0,0,1,0.6383
843,843,21,3.5789473684210527,157.61,1.06,138,12.32,0,0,0.5569
844,844,18,4.0,106.33,1.0,1,100.0,0,1,0.7253
845,845,21,3.951219512195122,109.1,1.46,459,11.33,0,0,0.7766
846,846,21,4.8,82.59,1.0,54,9.26,0,0,0.657
847,847,21,3.8,324.42,1.0,79,6.33,0,1,0.5812
848,848,7,4.153846153846154,277.14,1.08,373,3.22,1,0,0.59
849,849,21,5.0,150.27,1.0,1,100.0,0,1,0.513
850,850,3,2.6666666666666665,717.34,1.5,38,5.26,0,1,0.6555
851,851,21,4.391304347826087,203.68,1.64,177,7.34,0,1,0.5084
852,852,21,4.333333333333333,146.8,1.0,5,60.0,0,1,0.5385
853,853,21,3.824653607262302,169.71,1.19,597,89.45,0,0,0.9873
854,854,21,3.858974358974359,377.16,1.22,341,15.84,0,0,0.6764
855,855,15,5.0,155.26,1.0,1,100.0,0,1,0.6499
856,856,14,4.0,153.1,1.0,26,15.38,0,1,0.5343
857,857,7,5.0,70.3,1.0,78,3.85,1,1,0.5207
858,858,1,4.0344827586206895,315.91,1.07,549,4.92,0,0,0.9491
859,859,19,5.0,105.28,1.0,1,100.0,1,1,0.6832
860,860,21,3.9047619047619047,212.72,1.17,179,8.94,0,0,0.6165
861,861,21,2.0,246.2,1.25,16,18.75,1,1,0.6346
862,862,20,4.6,412.61,1.25,61,6.56,1,1,0.5805
863,863,14,4.081081081081082,772.09,1.65,492,4.07,0,0,0.9754
864,864,21,4.323144104803493,92.1,1.06,320,43.75,0,0,0.8694
865,865,21,2.6,259.76,2.5,67,2.99,1,1,0.7118
866,866,21,4.363636363636363,151.63,1.0,85,12.94,1,0,0.6233
867,867,21,4.666666666666667,41.85,1.2,194,2.58,0,1,0.5705
868,868,21,4.166666666666667,82.0,1.18,159,6.29,0,1,0.5323
869,869,7,5.0,136.97,1.0,1,100.0,0,1,0.707
870,870,21,4.166666666666667,203.42,1.03,499,5.81,0,0,0.9783
871,871,21,4.5,912.28,1.0,34,5.88,1,1,0.5735
872,872,21,4.225,976.51,1.54,151,16.56,0,0,0.6807
873,873,21,4.061224489795918,153.64,1.04,156,26.92,1,0,0.7098
874,874,21,3.838235294117647,81.99,1.08,185,29.19,0,0,0.7289
875,875,21,4.8,53.98,1.0,78,6.41,0,1,0.5087
876,876,21,3.759530791788856,132.0,1.34,553,31.1,0,0,0.9842
877,877,21,4.276595744680851,116.01,1.0,258,16.67,0,0,0.7555
878,878,14,3.6666666666666665,122.92,1.5,71,2.82,0,1,0.6593
879,879,21,4.0,75.32,1.0,47,4.26,1,1,0.5611
880,880,15,4.0,149.5,1.14,39,15.38,1,1,0.5723
881,881,21,4.5,804.08,1.0,66,6.06,1,0,0.5068
882,882,21,3.4782608695652173,204.91,1.21,368,4.89,0,0,0.5785
883,883,21,3.0,120.76,1.0,1,100.0,1,1,0.8163
884,884,14,5.0,1142.44,2.0,1,100.0,1,1,0.6368
885,885,14,3.0,180.17,1.0,7,28.57,1,1,0.7293
886,886,21,3.4285714285714284,173.98,1.0,255,2.75,1,1,0.6343
887,887,7,4.5,683.19,1.0,83,9.64,0,0,0.6651
888,888,7,4.4,338.0,1.0,25,20.0,0,1,0.536
889,889,14,4.2,526.89,1.0,65,7.69,1,1,0.5212
890,890,21,4.207407407407407,161.27,1.12,486,45.88,0,0,0.9429
891,891,21,5.0,111.37,1.0,138,1.45,0,1,0.6071
892,892,14,4.523809523809524,155.07,1.43,577,6.93,0,0,0.9717
893,893,18,5.0,173.23,1.0,1,100.0,1,1,0.616
894,894,14,4.75,115.98,1.0,177,2.26,1,1,0.5832
895,895,21,5.0,199.84,1.0,1,100.0,0,1,0.6094
896,896,21,2.4,123.82,1.25,195,2.05,0,1,0.5563
897,897,21,5.0,164.45,1.0,1,100.0,1,1,0.6681
898,898,14,4.066666666666666,50.32,1.07,178,7.87,0,1,0.552
899,899,21,3.4,354.15,1.25,196,2.04,0,1,0.6704
900,900,7,4.191489361702128,90.52,1.52,385,7.01,0,0,0.5262
901,901,15,3.0,173.86,1.0,189,1.06,1,1,0.7257
902,902,21,4.081081081081081,175.49,1.21,532,10.53,0,0,0.9766
903,903,7,2.5,90.24,1.0,1,100.0,1,1,0.7819
904,904,21,1.6666666666666667,513.11,2.0,26,11.54,1,1,0.7033
905,905,21,1.0,303.6,2.0,1,100.0,1,1,0.8546
906,906,7,5.0,1147.48,2.0,1,100.0,0,1,0.6497
907,907,21,3.6,126.08,1.19,95,20.0,1,1,0.5045
908,908,21,3.6666666666666665,246.83,1.0,105,2.86,1,1,0.7337
909,909,21,4.2,169.45,1.14,524,13.93,0,0,0.9774
910,910,21,3.6666666666666665,161.59,1.5,334,1.2,0,1,0.6889
911,911,21,2.888888888888889,288.86,1.12,47,17.02,1,1,0.6148
912,912,21,3.9164882226980726,146.52,1.15,590,44.92,0,0,0.9843
913,913,18,5.0,85.49,1.0,1,100.0,0,1,0.6832
914,914,21,4.833333333333333,110.35,1.5,216,1.85,1,1,0.6726
915,915,21,3.875,190.49,1.0,154,5.19,0,0,0.5824
916,916,21,3.948717948717949,56.02,1.34,513,5.46,0,0,0.9675
917,917,21,4.5,660.48,1.0,57,3.51,0,0,0.5113
918,918,21,3.875,177.93,1.14,218,3.21,0,0,0.535
919,919,21,5.0,116.24,1.0,22,9.09,0,0,0.5614
920,920,7,5.0,535.19,1.0,8,25.0,0,0,0.5666
921,921,18,5.0,120.8,1.0,1,100.0,0,1,0.6832
922,922,1,4.0,432.26,1.0,68,4.41,1,1,0.6077
923,923,14,5.0,59.42,1.0,6,33.33,0,1,0.5234
924,924,21,3.6818181818181817,285.19,2.0,272,3.68,1,1,0.5281
925,925,21,4.409090909090909,241.9,1.0,394,5.58,0,0,0.6236
926,926,21,3.0657894736842106,383.26,1.26,292,17.47,0,0,0.675
927,927,7,4.133333333333334,242.66,1.5,304,3.29,1,1,0.5062
928,928,21,4.0,41.31,1.0,219,2.74,0,1,0.5399
929,929,21,4.666666666666667,58.74,1.33,24,33.33,0,0,0.7409
930,930,21,5.0,167.96,1.0,1,100.0,0,1,0.6681
931,931,21,5.0,282.47,1.0,1,100.0,0,1,0.6858
932,932,7,4.0,195.02,1.4,534,8.61,0,0,0.9708
933,933,4,4.0,438.88,2.0,37,5.41,0,1,0.5321
934,934,15,4.25,719.37,1.09,213,5.16,0,0,0.563
935,935,21,4.5,31.33,1.0,9,22.22,0,0,0.5812
936,936,14,4.25,414.36,1.0,87,4.6,0,1,0.55
937,937,21,1.8333333333333333,211.78,1.0,4,100.0,1,1,0.7426
938,938,8,4.0,183.35,1.0,17,23.53,1,1,0.573
939,939,21,4.447368421052632,122.43,1.15,114,22.81,1,0,0.7022
940,940,15,4.619047619047619,122.47,1.14,106,49.06,0,0,0.8581
941,941,21,4.357142857142857,281.83,1.08,431,3.02,1,1,0.5416
942,942,7,4.25,81.61,1.0,46,6.52,0,1,0.5575
943,943,19,4.0,50.93,1.0,24,12.5,0,1,0.5343
944,944,21,1.0,199.92,2.0,1,100.0,1,1,0.751
945,945,7,5.0,63.4,1.0,1,100.0,1,1,0.7005
946,946,18,4.555555555555555,73.48,1.12,139,10.79,0,0,0.64
947,947,21,3.571428571428572,213.32,1.0,162,3.09,1,1,0.662
948,948,14,4.333333333333333,126.25,1.0,27,7.41,0,1,0.5654
949,949,21,4.333333333333333,243.61,1.0,137,4.38,1,0,0.5135
950,950,21,4.36,96.1,1.19,285,17.89,1,0,0.6962
951,951,14,3.888268156424581,411.93,1.08,560,22.86,0,0,0.981
952,952,21,4.8,69.5,1.0,361,1.39,0,0,0.576
953,953,21,3.6,84.06,1.67,61,4.92,0,1,0.6493
954,954,16,4.785714285714286,265.05,1.0,353,3.97,1,0,0.5883
955,955,21,4.0,106.38,1.11,173,5.2,1,0,0.5145
956,956,21,4.75,119.7,1.0,16,25.0,0,0,0.5728
957,957,21,4.421052631578948,232.96,1.07,324,24.38,0,0,0.8011
958,958,21,3.0,78.12,1.0,1,100.0,0,1,0.8163
959,959,21,4.5,506.92,1.0,129,1.55,1,1,0.6834
960,960,21,5.0,87.18,1.0,80,2.5,1,1,0.6037
961,961,14,4.0,286.28,1.0,25,12.0,1,1,0.5998
962,962,21,4.75,49.26,1.0,21,19.05,0,0,0.6288
963,963,21,4.125,175.79,1.14,91,6.59,0,0,0.5247
964,964,14,3.2857142857142856,1271.7,1.17,450,1.33,1,1,0.7244
965,965,21,5.0,98.37,1.0,1,100.0,1,1,0.6883
966,966,21,4.666666666666667,194.22,1.5,85,2.35,1,1,0.6286
967,967,18,3.88,1466.95,1.47,399,4.26,0,0,0.5376
968,968,21,3.5,120.82,1.16,117,16.24,1,0,0.5302
969,969,14,2.0,444.26,2.0,1,100.0,1,1,0.7692
970,970,14,3.6666666666666665,1415.44,1.0,292,2.05,0,1,0.5625
971,971,21,4.304347826086956,77.82,1.1,270,7.04,0,0,0.6107
972,972,21,5.0,106.55,1.0,1,100.0,1,1,0.6883
973,973,18,5.0,105.41,1.0,78,3.85,0,1,0.5165
974,974,14,4.10091743119266,184.32,1.16,457,17.94,0,0,0.6668
975,975,1,4.119999999999999,804.15,1.23,359,41.23,0,0,0.8299
976,976,21,5.0,674.83,1.0,1,100.0,1,1,0.6412
977,977,21,4.5,96.31,1.0,4,50.0,1,1,0.5704
978,978,21,3.5641025641025643,329.61,1.73,224,24.55,0,0,0.5818
979,979,21,4.4,59.09,1.0,69,5.8,1,1,0.5156
980,980,15,4.0,57.77,1.0,1,100.0,0,1,0.7302
981,981,15,4.141242937853107,56.77,1.12,408,28.92,0,0,0.7249
982,982,21,2.75,27.35,1.0,423,1.89,0,0,0.6725
983,983,7,3.0,62.34,1.0,72,2.78,0,1,0.6422
984,984,21,5.0,900.5,2.0,255,1.96,0,1,0.6947
985,985,21,4.352941176470588,155.86,1.0,213,6.1,0,0,0.5209
986,986,21,4.104587155963303,106.78,1.18,553,51.54,0,0,0.9822
987,987,15,4.333333333333333,610.15,1.0,137,8.03,1,1,0.6228
988,988,7,3.0,221.79,1.0,1,100.0,0,1,0.76
989,989,21,3.2,1515.91,1.0,250,2.0,0,1,0.7042
990,990,14,4.190476190476191,87.25,1.05,157,11.46,1,0,0.664
991,991,4,5.0,39.17,1.0,1,100.0,0,1,0.673
992,992,21,4.8,239.11,1.0,37,18.92,0,0,0.6601
993,993,14,3.0641025641025643,203.06,1.14,259,15.83,0,0,0.6811
994,994,21,4.376744186046512,108.26,1.09,587,27.6,0,0,0.9738
995,995,7,4.0,81.05,1.0,16,37.5,1,1,0.5275
996,996,19,4.315789473684211,221.9,1.06,185,9.73,0,0,0.685
997,997,7,4.714285714285714,84.12,1.0,62,9.68,0,0,0.6361
998,998,21,1.0,87.57,1.0,19,10.53,1,1,0.7242
999,999,21,4.666666666666667,402.0,1.5,179,1.12,1,1,0.7393
1000,1000,14,4.4,37.56,1.0,285,1.75,1,1,0.7034
1001,1001,14,3.25,362.41,1.0,54,7.41,0,1,0.6793
1002,1002,5,3.3076923076923075,103.88,1.17,128,7.81,1,1,0.7215
1003,1003,21,5.0,51.74,1.0,26,7.69,0,1,0.5159
1004,1004,19,2.5,216.86,1.0,1,100.0,0,1,0.732
1005,1005,7,4.5,137.3,1.08,186,19.89,1,0,0.7407
1006,1006,21,3.647058823529412,178.7,1.13,192,7.81,0,1,0.6088
1007,1007,21,4.0,146.35,1.0,123,4.88,0,0,0.5074
1008,1008,21,4.666666666666667,179.36,1.2,233,2.15,1,1,0.6123
1009,1009,21,3.928571428571429,424.86,1.33,444,4.73,0,0,0.5155
1010,1010,15,4.888888888888889,185.97,1.12,19,42.11,0,0,0.7693
1011,1011,21,3.772727272727273,155.48,1.0,52,30.77,0,0,0.7529
1012,1012,7,4.538461538461538,74.33,1.0,202,6.44,1,1,0.5115
1013,1013,21,4.247148288973385,61.46,1.04,219,55.25,0,0,0.8514
1014,1014,3,3.82010582010582,85.98,1.11,462,28.14,0,0,0.7997
1015,1015,21,2.5,106.56,1.0,194,1.03,1,1,0.7003
1016,1016,21,3.7454545454545456,122.59,1.2,549,7.65,0,0,0.9695
1017,1017,21,4.409090909090909,329.65,1.0,117,18.8,0,0,0.6909
1018,1018,19,3.0,395.98,1.0,558,0.36,0,0,0.9743
1019,1019,21,4.5,3476.11,2.0,53,7.55,0,1,0.6247
1020,1020,21,4.666666666666667,70.68,1.0,15,20.0,1,0,0.5495
1021,1021,21,5.0,74.46,1.0,6,33.33,1,1,0.5294
1022,1022,21,5.0,89.17,1.4,90,5.56,1,1,0.5386
1023,1023,21,5.0,164.84,1.0,91,2.2,1,1,0.6349
1024,1024,21,5.0,41.25,1.0,50,4.0,0,1,0.5001
1025,1025,21,4.090909090909091,305.53,1.27,565,4.6,0,0,0.9693
1026,1026,18,4.375,160.92,1.0,125,6.4,0,0,0.5068
1027,1027,2,3.6666666666666665,62.4,1.0,227,1.32,1,1,0.6812
1028,1028,19,3.8333333333333335,297.29,1.0,191,2.62,0,1,0.6335
1029,1029,15,4.5,51.06,1.0,391,2.05,0,0,0.5263
1030,1030,18,5.0,166.05,1.0,1,100.0,0,1,0.6627
1031,1031,21,4.388888888888888,63.5,1.32,567,4.94,0,0,0.9675
1032,1032,19,4.0,229.12,1.0,28,7.14,0,1,0.6354
1033,1033,7,4.4,39.44,1.0,125,4.0,0,0,0.5186
1034,1034,19,4.424242424242424,138.51,1.06,550,10.55,0,0,0.9782
1035,1035,21,4.75,35.51,1.0,272,2.57,1,1,0.8088
1036,1036,21,4.112676056338028,186.91,1.2,561,10.16,0,0,0.9766
1037,1037,7,5.0,3602.47,1.0,1,100.0,1,1,0.7292
1038,1038,18,1.0,478.96,2.0,1,100.0,1,1,0.8389
1039,1039,18,4.133333333333333,761.77,1.14,473,2.96,0,0,0.8644
1040,1040,21,5.0,146.63,1.0,12,16.67,0,0,0.5319
1041,1041,14,5.0,64.42,1.0,1,100.0,1,1,0.6885
1042,1042,7,4.155555555555556,189.77,1.02,101,28.71,0,0,0.6937
1043,1043,21,4.157894736842105,2092.1,1.06,251,5.98,1,0,0.5311
1044,1044,7,4.523809523809524,122.92,1.14,124,25.0,0,0,0.6942
1045,1045,14,4.666666666666667,127.62,1.0,110,4.55,1,0,0.5114
1046,1046,21,4.153846153846154,124.8,1.08,76,17.11,0,0,0.6954
1047,1047,21,5.0,880.75,1.0,1,100.0,0,1,0.6412
1048,1048,7,3.9416058394160585,278.76,1.1,404,25.0,0,0,0.7478
1049,1049,21,5.0,81.38,1.0,50,4.0,0,1,0.5265
1050,1050,21,4.769230769230769,73.22,1.3,137,7.3,1,1,0.5134
1051,1051,14,4.636363636363637,90.11,1.1,62,16.13,0,0,0.7005
1052,1052,14,5.0,156.75,1.0,1,100.0,1,1,0.6499
1053,1053,21,4.312977099236641,195.52,1.07,454,20.7,1,0,0.7055
1054,1054,18,4.0,86.94,1.07,119,11.76,0,0,0.6596
1055,1055,15,5.0,50.13,1.0,1,100.0,1,1,0.6885
1056,1056,21,4.642857142857143,66.62,1.0,22,50.0,0,0,0.7655
1057,1057,21,5.0,271.98,3.0,1,100.0,0,1,0.601
1058,1058,14,4.461538461538462,113.71,1.0,116,11.21,0,0,0.6644
1059,1059,21,4.818181818181818,82.46,1.1,103,8.74,0,0,0.6384
1060,1060,21,4.207865168539326,182.32,1.31,591,20.47,0,0,0.9776
1061,1061,21,4.818181818181818,85.4,1.16,299,12.04,1,0,0.679
1062,1062,21,5.0,203.77,1.0,1,100.0,0,1,0.6094
1063,1063,19,4.5,127.79,1.0,3,66.67,0,1,0.5105
1064,1064,21,3.6666666666666665,271.04,1.2,584,1.71,0,0,0.9688
1065,1065,19,3.923076923076923,229.78,1.0,289,4.5,1,0,0.5512
1066,1066,21,2.75,136.25,1.14,94,6.38,1,1,0.7025
1067,1067,21,4.5,114.7,1.08,24,29.17,0,0,0.5503
1068,1068,21,2.4482758620689653,269.23,2.42,47,19.15,0,0,0.5665
1069,1069,21,3.903225806451613,170.73,1.07,220,12.27,1,0,0.5703
1070,1070,21,4.9,144.69,1.0,98,10.2,0,0,0.6629
1071,1071,14,4.117647058823529,145.73,1.06,560,2.68,0,0,0.9743
1072,1072,15,2.8181818181818183,610.98,1.57,228,3.07,1,1,0.7712
1073,1073,7,3.7857142857142856,515.27,1.17,230,5.22,0,1,0.5481
1074,1074,19,4.1,236.43,1.82,195,5.64,1,1,0.54
1075,1075,15,3.75,130.08,1.5,568,2.64,0,0,0.9706
1076,1076,14,4.0606060606060606,319.05,1.22,398,6.28,0,0,0.5375
1077,1077,21,4.190476190476191,297.58,1.14,384,9.38,0,0,0.6867
1078,1078,21,4.357142857142857,218.82,1.17,97,10.31,0,0,0.6038
1079,1079,21,4.617647058823529,149.54,1.08,319,15.67,0,0,0.7969
1080,1080,21,3.0,24.96,1.0,1,100.0,1,1,0.8708
1081,1081,7,4.0,446.14,1.0,58,5.17,1,1,0.523
1082,1082,7,4.5,91.94,1.0,219,0.91,1,1,0.6782
1083,1083,7,4.352941176470588,219.8,1.0,112,15.18,0,0,0.6851
1084,1084,7,2.333333333333333,329.72,1.24,174,9.77,0,0,0.502
1085,1085,21,4.25,869.67,1.33,56,5.36,0,1,0.5322
1086,1086,15,4.695652173913044,294.64,1.1,121,15.7,1,0,0.6987
1087,1087,19,4.909090909090909,1101.21,1.57,69,10.14,0,0,0.6278
1088,1088,21,4.128712871287129,365.0,1.04,378,19.05,1,0,0.7438
1089,1089,21,4.7,117.92,1.11,175,5.14,0,0,0.5488
1090,1090,21,4.171428571428572,133.29,1.13,328,9.15,0,0,0.6599
1091,1091,21,4.076923076923077,36.48,1.13,547,3.84,0,0,0.9597
1092,1092,21,1.0,178.04,2.0,1,100.0,1,1,0.7658
1093,1093,14,4.446808510638298,113.71,1.31,337,9.79,0,0,0.6173
1094,1094,7,4.4753086419753085,131.22,1.1,585,21.2,0,0,0.9759
1095,1095,21,5.0,31.79,1.0,257,0.78,1,1,0.7666
1096,1096,21,4.082474226804123,96.83,1.04,288,27.78,0,0,0.7494
1097,1097,21,2.0,714.91,1.0,1,100.0,1,1,0.752
1098,1098,21,3.857142857142857,1935.45,1.17,37,16.22,1,1,0.5507
1099,1099,21,3.9375,140.35,1.03,405,7.41,0,0,0.61
1100,1100,21,5.0,139.07,1.0,18,11.11,1,0,0.5338
1101,1101,21,4.833333333333333,259.48,1.0,25,24.0,0,0,0.6317
1102,1102,21,4.166666666666667,344.27,1.0,319,3.76,0,0,0.5304
1103,1103,21,5.0,1370.41,1.0,1,100.0,0,1,0.5771
1104,1104,4,5.0,219.33,1.0,1,100.0,1,1,0.6341
1105,1105,21,4.0,110.01,1.0,72,6.94,0,1,0.5035
1106,1106,21,4.0,409.5,1.12,515,44.08,0,0,0.9847
1107,1107,19,5.0,53.88,1.0,28,7.14,0,1,0.5412
1108,1108,14,4.2727272727272725,128.11,1.32,299,8.03,0,1,0.5005
1109,1109,21,4.5,49.72,1.2,27,18.52,0,0,0.528
1110,1110,21,5.0,30.32,1.0,1,100.0,0,0,0.5522
1111,1111,21,4.5,218.22,1.0,98,7.14,0,0,0.5097
1112,1112,14,5.0,467.61,1.0,1,100.0,1,1,0.6628
1113,1113,19,5.0,278.91,1.0,1,100.0,0,1,0.6806
1114,1114,19,4.666666666666667,186.59,1.0,92,3.26,1,1,0.5115
1115,1115,18,4.5,137.43,1.0,3,66.67,0,1,0.5105
1116,1116,21,3.8333333333333335,159.46,1.33,431,1.86,0,1,0.6521
1117,1117,21,4.25,302.08,1.33,282,3.19,0,1,0.5194
1118,1118,21,4.071428571428571,102.01,1.4,54,14.81,0,0,0.5742
1119,1119,21,5.0,40.98,1.0,11,18.18,1,0,0.5911
1120,1120,21,4.0,283.33,1.0,7,42.86,1,1,0.6943
1121,1121,21,4.443037974683544,104.99,1.29,515,10.87,0,0,0.9689
1122,1122,21,3.8227848101265822,172.72,1.18,580,9.48,0,0,0.9766
1123,1123,14,4.8,135.71,1.0,60,16.67,0,0,0.7353
1124,1124,21,4.586956521739131,46.34,1.1,220,17.73,0,0,0.7281
1125,1125,4,5.0,151.04,1.0,1,100.0,0,1,0.5156
1126,1126,21,5.0,262.58,1.33,25,8.0,0,1,0.5642
1127,1127,21,4.448275862068965,181.21,1.07,206,12.14,0,0,0.6958
1128,1128,14,3.571428571428572,158.62,1.08,174,5.17,0,1,0.5699
1129,1129,18,4.285714285714286,99.6,1.4,281,3.56,0,1,0.514
1130,1130,21,3.625,212.86,1.33,44,13.64,1,1,0.6996
1131,1131,21,3.0,127.12,1.21,308,13.31,0,0,0.6348
1132,1132,14,5.0,1224.92,2.0,20,10.0,0,0,0.5802
1133,1133,21,3.923076923076923,440.79,1.24,542,10.7,0,0,0.9726
1134,1134,21,4.764705882352941,191.01,1.0,290,5.86,0,0,0.6793
1135,1135,21,4.714285714285714,637.63,1.25,87,21.84,0,0,0.8175
1136,1136,21,4.8,631.66,1.0,106,4.72,0,0,0.6673
1137,1137,19,3.546153846153847,227.95,1.59,210,34.76,0,0,0.7446
1138,1138,21,4.333333333333333,41.76,1.0,17,17.65,0,0,0.5047
1139,1139,21,3.7058823529411766,938.64,1.06,145,11.03,0,0,0.6168
1140,1140,18,4.444444444444445,244.34,1.09,73,64.38,0,0,0.8158
1141,1141,14,4.333333333333333,1624.08,1.5,568,0.35,0,0,0.9699
1142,1142,21,3.909090909090909,57.86,1.1,129,7.75,1,1,0.5135
1143,1143,15,5.0,130.52,1.0,41,4.88,0,1,0.6593
1144,1144,7,5.0,361.27,1.0,1,100.0,1,1,0.7447
1145,1145,21,3.0,52.51,1.0,40,5.0,1,1,0.7319
1146,1146,21,4.714285714285714,165.56,1.75,128,3.12,0,1,0.5539
1147,1147,21,1.0,767.69,1.0,1,100.0,1,1,0.8041
1148,1148,15,4.261658031088083,196.12,1.12,578,56.4,0,0,0.9896
1149,1149,21,4.0,85.03,1.0,284,1.76,0,1,0.6001
1150,1150,19,5.0,135.48,1.0,1,100.0,1,1,0.6952
1151,1151,7,4.0,133.96,1.0,1,100.0,1,1,0.7471
1152,1152,21,4.169811320754717,234.57,1.04,551,8.17,0,0,0.9795
1153,1153,21,4.666666666666667,463.49,1.0,194,1.55,0,1,0.6731
1154,1154,21,3.6666666666666665,150.03,1.0,10,30.0,1,1,0.702
1155,1155,21,4.285714285714286,223.35,1.05,506,3.36,0,0,0.9794
1156,1156,21,3.2666666666666666,486.82,1.5,98,10.2,1,1,0.569
1157,1157,21,4.0,126.87,1.0,1,100.0,0,1,0.741
1158,1158,21,5.0,50.7,1.0,1,100.0,0,1,0.6936
1159,1159,21,5.0,420.29,1.0,1,100.0,0,1,0.6522
1160,1160,21,5.0,108.12,1.0,1,100.0,1,1,0.6883
1161,1161,18,4.609756097560975,110.7,1.19,561,6.6,0,0,0.9718
1162,1162,21,1.8,187.58,1.0,8,62.5,1,1,0.7742
1163,1163,15,3.894894894894895,313.55,1.26,280,56.79,0,0,0.8455
1164,1164,21,1.0,66.69,1.0,1,100.0,0,1,0.8436
1165,1165,21,4.75,83.76,1.5,131,11.45,1,0,0.6203
1166,1166,7,4.545454545454546,101.29,1.0,97,11.34,0,0,0.6986
1167,1167,21,3.82,230.92,1.39,362,8.29,1,0,0.5547
1168,1168,21,4.333333333333333,105.74,1.5,22,13.64,1,1,0.5123
1169,1169,15,3.176470588235294,39.04,1.0,176,8.52,1,1,0.5217
1170,1170,21,4.291970802919708,142.3,1.19,162,48.15,0,0,0.7786
1171,1171,21,4.1923076923076925,69.3,1.13,141,14.89,1,0,0.5779
1172,1172,21,4.414285714285715,63.93,1.08,327,18.35,0,0,0.7964
1173,1173,19,4.5,123.32,1.0,41,4.88,1,1,0.6839
1174,1174,21,4.350877192982456,202.21,1.78,212,14.15,0,0,0.6165
1175,1175,14,5.0,482.6,1.0,1,100.0,0,1,0.6628
1176,1176,14,5.0,441.29,1.0,95,2.11,0,1,0.5978
1177,1177,1,4.0,224.45,1.0,1,100.0,0,1,0.6419
1178,1178,18,4.0,84.68,1.0,37,18.92,0,0,0.531
1179,1179,21,4.0,1669.88,2.0,1,100.0,1,1,0.6939
1180,1180,21,5.0,180.72,1.67,58,5.17,0,0,0.5069
1181,1181,21,4.2,308.2,1.15,122,9.84,1,0,0.6129
1182,1182,21,3.9499036608863194,97.01,1.15,559,90.16,0,0,0.9858
